Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,preco,tem_piscina,tem_copa,tem_churrasqueira,tem_sauna,tem_quadra,tem_campo
2013,Apartamento,Boa Viagem,Imobiliaria,1,1,2,92,22,0,0,0,1,0,0,0,0,1,0,750000.0,False,False,False,True,False,False
2014,Apartamento,Boa Viagem,Imobiliaria,3,1,2,120,0,0,0,0,0,0,0,0,0,0,0,580000.0,False,False,False,False,False,False
2015,Apartamento,Boa Vista,Imobiliaria,4,3,4,500,0,1,0,1,0,0,0,0,0,0,0,1500000.0,True,False,True,False,False,False
2016,Apartamento,Tamarineira,Imobiliaria,3,1,1,75,0,0,0,0,0,0,0,0,0,0,0,300000.0,False,False,False,False,False,False
2017,Apartamento,Gracas,Imobiliaria,3,1,1,104,0,0,0,0,0,0,0,0,0,0,0,420000.0,False,False,False,False,False,False
2018,Apartamento,Madalena,Imobiliaria,3,1,1,135,0,1,0,1,0,0,0,0,0,0,0,560000.0,True,False,True,False,False,False
2019,Apartamento,Boa Viagem,Imobiliaria,3,1,2,82,0,1,0,1,0,0,0,0,0,0,0,489000.0,True,False,True,False,False,False
2020,Apartamento,Parnamirim,Imobiliaria,3,3,3,198,0,0,0,1,0,0,0,0,0,1,0,1300000.0,True,False,False,True,False,False
2021,Apartamento,Madalena,Imobiliaria,3,1,1,67,0,1,0,1,0,0,0,0,0,0,0,380000.0,True,False,True,False,False,False
2022,Apartamento,Boa Viagem,Imobiliaria,4,2,2,145,0,0,0,1,0,1,0,0,0,0,0,690000.0,True,False,False,False,True,False
2023,Apartamento,Boa Viagem,Imobiliaria,3,2,2,163,110,0,0,0,0,0,1,0,0,0,0,700000.0,False,False,False,False,False,False
2024,Apartamento,Boa Viagem,Imobiliaria,3,1,0,100,20,0,0,0,0,0,0,0,0,0,0,400000.0,False,False,False,False,False,False
2025,Apartamento,Gracas,Imobiliaria,4,1,2,209,117,0,0,0,1,1,0,0,0,0,0,690000.0,False,False,False,False,False,True
2026,Apartamento,S Jose,Imobiliaria,4,4,3,247,0,1,0,1,0,0,0,0,0,0,0,2200000.0,True,False,True,False,False,False
2027,Apartamento,Boa Viagem,Imobiliaria,3,1,1,65,10,1,0,1,0,0,0,0,0,0,0,370000.0,True,False,True,False,False,False
2028,Apartamento,Boa Viagem,Imobiliaria,3,1,2,88,42,1,0,1,0,0,0,0,0,0,0,579000.0,True,False,True,False,False,False
2029,Apartamento,Setubal,Imobiliaria,2,0,1,50,0,0,1,1,0,0,0,0,0,0,0,265000.0,True,False,False,False,False,False
2030,Apartamento,Boa Viagem,Imobiliaria,3,0,0,109,0,0,0,0,0,0,0,0,0,0,0,300000.0,False,False,False,False,False,False
2031,Apartamento,Boa Viagem,Imobiliaria,4,1,2,80,0,1,0,1,0,0,0,0,0,0,0,470000.0,True,False,True,False,False,False
2032,Apartamento,Boa Viagem,Imobiliaria,4,1,1,150,0,0,0,0,0,0,0,0,0,0,0,900000.0,False,False,False,False,False,False
2033,Apartamento,Boa Viagem,Imobiliaria,3,1,2,97,0,1,0,1,0,0,0,0,0,0,0,814000.0,True,False,True,False,False,False
2034,Apartamento,Boa Viagem,Imobiliaria,2,1,1,57,0,1,0,1,0,0,0,0,0,0,0,298500.0,True,False,True,False,False,False
2035,Apartamento,Madalena,Imobiliaria,3,1,2,93,0,0,0,1,0,0,0,0,0,1,0,700000.0,True,False,False,True,False,False
2036,Apartamento,Espinheiro,Imobiliaria,4,4,3,310,130,0,0,0,0,0,1,0,0,0,0,1100000.0,False,True,False,False,False,False
2037,Apartamento,Parnamirim,Imobiliaria,3,1,2,159,0,1,0,1,0,0,0,0,0,0,0,700000.0,True,False,True,False,False,False
2038,Apartamento,Madalena,Imobiliaria,3,1,2,96,0,1,0,1,0,0,0,0,0,0,0,635000.0,True,False,True,False,False,False
2039,Apartamento,Arruda,Imobiliaria,2,0,1,55,0,0,0,0,0,0,1,0,0,0,0,160000.0,False,False,False,False,False,False
2040,Apartamento,Boa Viagem,Imobiliaria,3,1,2,89,0,0,0,0,0,0,0,0,0,0,0,480000.0,False,False,False,False,False,False
2041,Apartamento,Boa Viagem,Imobiliaria,2,0,1,60,0,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,False,False,False
2042,Apartamento,Pina,Imobiliaria,4,4,4,161,0,0,0,1,0,0,1,0,0,0,0,950000.0,True,False,False,False,False,False
2043,Apartamento,Casa Amarela,Imobiliaria,2,1,1,66,0,0,0,0,1,0,0,0,1,0,0,440000.0,False,False,False,False,False,False
2044,Apartamento,Rosarinho,Imobiliaria,4,2,2,113,0,1,0,1,0,0,0,0,0,0,0,790000.0,True,False,True,False,False,False
2045,Apartamento,Beira Rio,Imobiliaria,4,2,2,133,0,1,0,1,0,0,0,0,0,0,0,860000.0,True,False,True,False,False,False
2046,Apartamento,Caxanga,Imobiliaria,3,1,1,64,0,0,0,1,1,0,0,0,0,0,0,370000.0,True,False,False,False,False,False
2047,Apartamento,Casa Forte,Imobiliaria,3,1,1,72,0,0,0,1,1,0,0,0,0,0,0,460000.0,True,False,False,False,False,False
2048,Apartamento,Prado,Imobiliaria,2,1,1,70,0,0,0,0,1,0,0,0,0,0,0,300000.0,False,True,False,False,False,False
2049,Apartamento,Imbiribeira,Imobiliaria,4,4,3,170,0,1,0,1,0,0,0,0,0,0,0,1200000.0,True,False,True,False,False,False
2050,Apartamento,Iputinga,Imobiliaria,2,0,1,56,0,0,0,0,0,0,0,0,0,0,0,169000.0,False,False,False,False,False,False
2051,Apartamento,Rosarinho,Imobiliaria,3,3,3,177,0,1,0,1,0,0,0,0,0,0,0,1600000.0,True,False,True,False,False,False
2052,Apartamento,Espinheiro,Imobiliaria,3,1,1,67,0,0,1,0,1,0,0,0,0,0,0,330000.0,False,False,False,False,False,False
2053,Apartamento,Boa Viagem,Imobiliaria,1,1,0,38,0,0,0,1,0,0,0,0,0,1,0,530000.0,True,False,False,True,False,False
2054,Apartamento,Madalena,Imobiliaria,4,4,3,204,0,1,0,1,0,0,0,0,0,0,0,1200000.0,True,False,True,False,False,False
2055,Apartamento,Boa Viagem,Imobiliaria,3,1,1,96,34,0,0,0,0,0,1,0,0,0,0,450000.0,False,False,False,False,False,False
2056,Apartamento,Encruzilhada,Imobiliaria,3,1,2,70,0,1,0,1,0,0,0,0,0,0,0,435000.0,True,False,True,False,False,False
2057,Apartamento,Prado,Imobiliaria,2,1,1,65,0,0,0,0,1,0,1,0,0,0,0,320000.0,False,False,False,False,False,False
2058,Apartamento,Gracas,Imobiliaria,3,1,1,110,0,0,0,0,0,0,0,0,0,0,0,450000.0,False,False,False,False,False,False
2059,Apartamento,Boa Viagem,Imobiliaria,3,1,2,170,0,1,0,0,1,0,0,0,0,0,0,580000.0,False,False,True,False,False,False
2060,Apartamento,Casa Amarela,Imobiliaria,2,1,1,52,0,1,0,1,0,0,0,0,0,0,0,420000.0,True,False,True,False,False,False
2061,Apartamento,Casa Forte,Imobiliaria,4,4,3,237,0,1,0,1,0,0,0,0,0,0,0,1750000.0,True,False,True,False,False,False
2062,Apartamento,Campo Grande,Imobiliaria,3,1,1,63,0,0,0,0,1,1,0,0,0,0,0,390000.0,False,False,False,False,False,True
2063,Apartamento,Encruzilhada,Imobiliaria,2,0,1,60,0,0,0,0,0,0,0,0,0,0,0,220000.0,False,False,False,False,False,False
2064,Apartamento,Boa Viagem,Imobiliaria,4,4,2,137,0,1,0,1,0,0,0,0,0,0,0,900000.0,True,False,True,False,False,False
2065,Apartamento,Espinheiro,Imobiliaria,2,0,0,50,30,0,0,0,0,0,0,0,0,0,0,200000.0,False,False,False,False,False,False
2066,Apartamento,Caxanga,Imobiliaria,2,1,1,54,36,0,0,1,0,0,1,0,0,0,0,314000.0,True,False,False,False,False,False
2067,Casa,Dois Irmaos,Imobiliaria,4,1,2,150,0,0,0,1,0,0,0,0,0,1,0,700000.0,True,False,False,True,False,False
2068,Apartamento,Boa Viagem,Imobiliaria,3,1,2,95,0,0,0,0,1,0,0,0,0,1,0,607000.0,False,False,False,True,False,False
2069,Apartamento,Arruda,Imobiliaria,2,1,1,57,0,1,0,0,0,0,0,0,0,0,0,225000.0,False,True,True,False,False,False
2070,Apartamento,Boa Viagem,Imobiliaria,3,1,1,78,0,1,0,1,0,0,0,0,0,0,0,395000.0,True,False,True,False,False,False
2071,Apartamento,Boa Viagem,Imobiliaria,4,4,2,140,0,1,0,1,0,0,0,0,0,0,0,1000000.0,True,False,True,False,False,False
2072,Apartamento,Boa Viagem,Imobiliaria,4,3,3,200,0,1,0,0,0,0,1,0,0,0,0,1400000.0,False,False,True,False,False,False
2073,Apartamento,Casa Forte,Imobiliaria,4,4,3,205,0,0,0,0,0,0,0,0,0,0,0,1200000.0,False,True,False,False,False,False
2074,Apartamento,Iputinga,Imobiliaria,3,1,1,90,25,0,0,0,0,0,0,0,0,0,0,220000.0,False,False,False,False,False,False
2075,Apartamento,Torreao,Imobiliaria,2,1,1,55,0,1,0,1,0,0,0,0,0,0,0,350000.0,True,False,True,False,False,False
2076,Apartamento,Espinheiro,Imobiliaria,3,1,1,132,0,0,0,0,1,0,1,0,0,0,0,550000.0,False,False,False,False,False,False
2077,Apartamento,Ilha do Retiro,Imobiliaria,2,0,1,68,0,0,0,0,0,0,1,0,0,0,0,270000.0,False,False,False,False,False,False
2078,Apartamento,Boa Viagem,Pessoa Fisica,3,1,1,80,0,1,0,1,0,0,0,0,0,0,0,380000.0,True,False,True,False,False,False
2079,Apartamento,Boa Viagem,Imobiliaria,4,2,2,127,0,1,0,1,0,0,0,0,0,0,0,1100000.0,True,False,True,False,False,False
2080,Apartamento,Boa Viagem,Imobiliaria,3,2,2,119,0,1,0,1,0,0,0,0,0,0,0,750000.0,True,False,True,False,False,False
2081,Casa,Areias,Imobiliaria,3,1,2,165,0,0,0,0,0,0,0,0,0,0,0,450000.0,False,False,False,False,False,False
2082,Apartamento,Madalena,Imobiliaria,4,4,3,203,0,0,0,1,0,0,0,0,0,0,0,1350000.0,True,False,False,False,False,False
2083,Apartamento,Varzea,Imobiliaria,2,0,1,52,0,1,0,1,0,0,0,0,0,0,0,220000.0,True,False,True,False,False,False
2084,Apartamento,Casa Amarela,Imobiliaria,2,1,1,68,0,0,0,0,0,0,1,0,0,0,0,470000.0,False,False,False,False,False,False
2085,Apartamento,Boa Viagem,Imobiliaria,4,2,2,128,0,0,0,1,1,0,0,0,0,0,0,1003680.0,True,False,False,False,False,False
2086,Apartamento,Boa Viagem,Imobiliaria,3,1,1,68,0,0,0,0,1,1,0,0,0,0,0,460000.0,False,False,False,False,True,False
2087,Apartamento,Boa Viagem,Imobiliaria,2,1,2,101,0,0,0,1,1,0,0,0,0,0,0,820000.0,True,False,False,False,False,False
2088,Apartamento,Cordeiro,Imobiliaria,3,1,1,68,39,0,1,0,1,0,0,0,0,0,0,175000.0,False,False,False,False,False,False
2089,Apartamento,Torre,Imobiliaria,3,2,0,86,0,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,False,False,False
2090,Apartamento,Madalena,Imobiliaria,3,1,1,120,0,1,0,1,0,0,0,0,0,0,0,520000.0,True,False,True,False,False,False
2091,Apartamento,Boa Viagem,Imobiliaria,3,1,1,100,0,0,1,0,0,0,0,0,0,0,0,450000.0,False,False,False,False,False,False
2092,Apartamento,Boa Viagem,Imobiliaria,2,1,1,43,0,0,0,0,0,0,0,0,0,0,0,380000.0,False,False,False,False,False,False
2093,Apartamento,Boa Viagem,Imobiliaria,1,0,1,46,0,1,0,1,0,0,0,0,0,0,0,480000.0,True,False,True,False,False,False
2094,Apartamento,Casa Amarela,Imobiliaria,3,1,1,60,0,0,0,0,0,0,0,0,0,0,0,440000.0,False,False,False,False,False,False
2095,Apartamento,Boa Viagem,Imobiliaria,2,1,1,65,0,0,0,1,0,0,0,0,0,0,0,380000.0,True,False,False,False,False,False
2096,Apartamento,Boa Viagem,Imobiliaria,4,4,4,289,0,0,0,1,0,0,0,0,0,1,0,3500000.0,True,False,False,True,False,False
2097,Apartamento,Santana,Imobiliaria,4,2,3,263,0,0,0,0,0,0,1,0,0,0,0,900000.0,False,True,False,False,False,False
2098,Casa,Prado,Imobiliaria,5,1,6,285,415,1,0,0,0,0,0,0,0,0,0,1000000.0,False,True,True,False,False,False
2099,Apartamento,Campo Grande,Imobiliaria,2,0,1,75,0,0,0,0,0,0,0,0,0,0,0,240000.0,False,False,False,False,False,False
2100,Apartamento,Gracas,Imobiliaria,3,2,2,102,0,0,0,1,0,0,0,0,0,1,0,620000.0,True,False,False,True,False,False
2101,Apartamento,Boa Viagem,Imobiliaria,4,3,2,1304,0,0,0,1,0,1,0,0,0,0,0,850000.0,True,False,False,False,True,False
2102,Apartamento,Boa Viagem,Imobiliaria,4,2,2,150,88,0,0,0,0,0,1,0,0,0,0,850000.0,False,False,False,False,False,False
2103,Apartamento,Madalena,Imobiliaria,3,0,1,70,0,0,0,1,0,0,1,0,0,0,0,270000.0,True,False,False,False,False,False
2104,Apartamento,Madalena,Imobiliaria,4,2,3,220,0,0,0,1,1,0,0,0,0,0,0,1000000.0,True,False,False,False,False,False
2105,Apartamento,Cordeiro,Imobiliaria,2,1,1,61,0,0,0,0,0,0,0,0,0,0,0,320000.0,False,False,False,False,False,False
2106,Apartamento,Torre,Imobiliaria,3,1,1,79,0,0,0,0,0,0,1,0,0,0,0,450000.0,False,False,False,False,False,False
2107,Apartamento,Casa Amarela,Imobiliaria,3,1,2,79,0,0,0,0,1,0,1,0,0,0,0,450000.0,False,False,False,False,False,False
2108,Casa,Barro,Imobiliaria,5,2,8,400,545,0,0,0,0,0,0,0,0,0,0,950000.0,False,False,False,False,False,False
2109,Apartamento,Casa Amarela,Imobiliaria,3,1,2,77,0,0,0,1,0,0,0,0,0,0,0,530000.0,True,False,False,False,False,False
2110,Apartamento,Iputinga,Imobiliaria,2,1,1,60,0,0,0,0,0,0,0,0,0,0,0,249000.0,False,False,False,False,False,False
2111,Apartamento,Madalena,Imobiliaria,3,1,1,67,0,0,0,1,0,0,0,0,0,1,0,474000.0,True,False,False,True,False,False
2112,Apartamento,Boa Viagem,Imobiliaria,2,1,1,47,0,0,0,1,0,0,0,0,0,0,0,305000.0,True,True,False,False,False,False
2113,Apartamento,Gracas,Imobiliaria,3,1,1,113,0,0,0,0,0,0,0,0,0,0,0,430000.0,False,True,False,False,False,False
2114,Apartamento,Boa Viagem,Imobiliaria,5,1,2,213,83,0,0,0,0,0,0,0,0,0,0,650000.0,False,False,False,False,False,False
2115,Apartamento,Rosarinho,Imobiliaria,3,1,2,107,0,0,0,1,0,0,0,0,0,1,0,780000.0,True,False,False,True,False,False
2116,Apartamento,Poco da Panela,Imobiliaria,4,2,2,139,0,1,0,1,0,0,0,0,0,0,0,1065000.0,True,False,True,False,False,False
2117,Apartamento,Madalena,Imobiliaria,4,4,3,203,0,0,0,0,0,0,0,0,0,0,0,1250000.0,False,False,False,False,False,False
2118,Apartamento,Espinheiro,Imobiliaria,3,1,2,76,0,0,1,1,0,0,0,0,0,0,0,456000.0,True,False,False,False,False,False
2119,Apartamento,Casa Amarela,Imobiliaria,2,1,1,54,0,1,0,1,0,0,0,0,0,0,0,409000.0,True,False,True,False,False,False
2120,Apartamento,Campo Grande,Imobiliaria,2,1,1,61,19,0,0,1,1,0,0,0,0,0,0,360000.0,True,False,False,False,False,False
2121,Casa,Ipsep,Pessoa Fisica,6,3,2,274,76,0,0,0,0,0,0,0,0,0,0,959000.0,False,False,False,False,False,False
2122,Apartamento,Caxanga,Imobiliaria,3,1,1,64,0,1,0,1,0,0,0,0,0,0,0,395000.0,True,False,True,False,False,False
2123,Apartamento,Boa Viagem,Imobiliaria,3,1,0,73,26,0,0,1,0,0,0,0,0,1,0,460000.0,True,False,False,True,False,False
2124,Apartamento,Gracas,Imobiliaria,5,2,6,370,0,1,0,1,0,0,0,0,0,0,0,2750000.0,True,False,True,False,False,False
2125,Apartamento,Boa Viagem,Imobiliaria,4,4,0,155,0,0,0,1,0,0,0,0,0,1,0,2250000.0,True,False,False,True,False,False
2126,Apartamento,Espinheiro,Imobiliaria,4,2,2,230,0,0,0,0,0,0,0,0,0,0,0,850000.0,False,False,False,False,False,False
2127,Apartamento,Torre,Imobiliaria,4,4,3,210,0,1,0,1,0,0,0,0,0,0,0,1500000.0,True,False,True,False,False,False
2128,Apartamento,Casa Amarela,Imobiliaria,3,1,1,79,0,0,0,0,0,0,0,0,0,0,0,400000.0,False,False,False,False,False,False
2129,Apartamento,Pina,Imobiliaria,4,4,3,173,0,0,0,0,0,0,0,0,0,0,0,1307550.0,False,False,False,False,False,False
2130,Apartamento,Encruzilhada,Imobiliaria,2,1,1,59,0,0,0,0,0,0,0,0,0,0,0,317000.0,False,False,False,False,False,False
2131,Apartamento,Gracas,Imobiliaria,4,2,3,150,0,0,0,1,0,0,0,0,0,1,0,1150000.0,True,False,False,True,False,False
2132,Apartamento,Rosarinho,Imobiliaria,3,1,1,120,0,0,1,0,0,0,1,0,0,0,0,450000.0,False,False,False,False,False,False
2133,Apartamento,Boa Viagem,Pessoa Fisica,3,3,2,265,20,1,0,1,0,0,0,0,0,0,0,1490000.0,True,False,True,False,False,False
2134,Apartamento,Tamarineira,Imobiliaria,2,0,1,60,0,0,0,1,0,0,0,0,0,1,0,340000.0,True,False,False,True,False,False
2135,Apartamento,Espinheiro,Imobiliaria,3,1,1,60,0,0,0,1,0,1,0,0,0,0,0,350000.0,True,False,False,False,False,True
2136,Apartamento,Campo Grande,Imobiliaria,3,1,1,60,0,0,0,1,1,0,0,0,0,0,0,320000.0,True,False,False,False,False,False
2137,Apartamento,Casa Forte,Imobiliaria,4,2,3,186,0,0,0,0,0,0,0,0,0,0,0,950000.0,False,False,False,False,False,False
2138,Apartamento,Boa Viagem,Imobiliaria,3,1,1,58,10,0,0,1,0,0,0,0,0,1,0,450000.0,True,False,False,True,False,False
2139,Apartamento,Casa Forte,Imobiliaria,4,4,4,255,0,0,0,0,1,0,0,0,0,0,0,1657785.0,False,True,False,False,False,False
2140,Apartamento,Varzea,Imobiliaria,3,1,2,85,0,1,0,1,0,0,0,0,0,0,0,550000.0,True,False,True,False,False,False
2141,Apartamento,Boa Viagem,Imobiliaria,2,1,2,56,0,0,0,1,0,0,0,0,0,1,0,440000.0,True,False,False,True,False,False
2142,Apartamento,Madalena,Imobiliaria,3,1,1,65,0,0,0,0,0,0,1,0,0,0,0,325000.0,False,False,False,False,False,False
2143,Apartamento,Casa Forte,Imobiliaria,3,1,2,106,0,0,0,0,0,0,0,0,0,0,0,630000.0,False,False,False,False,False,False
2144,Apartamento,Casa Amarela,Imobiliaria,2,0,1,55,0,1,0,1,0,0,0,0,0,0,0,295000.0,True,False,True,False,False,False
2145,Apartamento,Torre,Imobiliaria,3,0,1,85,0,0,0,0,0,0,1,0,0,0,0,300000.0,False,False,False,False,False,False
2146,Apartamento,Madalena,Imobiliaria,3,1,0,75,0,0,0,0,0,0,0,0,0,0,0,340000.0,False,False,False,False,False,False
2147,Apartamento,Aflitos,Imobiliaria,3,1,2,114,0,0,0,0,1,1,0,0,0,0,0,425000.0,False,False,False,False,True,False
2148,Apartamento,Imbiribeira,Imobiliaria,4,2,3,140,0,1,0,1,0,0,0,0,0,0,0,870000.0,True,False,True,False,False,False
2149,Apartamento,Poco,Imobiliaria,3,1,2,85,0,0,0,1,0,0,0,0,0,0,0,550000.0,True,True,False,False,False,False
2150,Apartamento,Parnamirim,Imobiliaria,4,4,4,295,0,0,1,1,0,0,0,0,0,0,0,1600000.0,True,False,False,False,False,False
2151,Apartamento,Boa Viagem,Imobiliaria,3,1,1,137,0,0,0,0,0,0,0,0,0,0,0,460000.0,False,False,False,False,False,False
2152,Apartamento,Torre,Imobiliaria,3,1,2,63,0,0,0,0,1,1,0,0,0,0,0,388008.0,False,False,False,False,True,False
2153,Apartamento,Apipucos,Imobiliaria,3,3,2,149,0,0,0,1,1,0,0,0,0,0,0,1100000.0,True,False,False,False,False,False
2154,Apartamento,Tamarineira,Imobiliaria,3,1,1,65,0,0,0,0,0,0,1,0,0,0,0,240000.0,False,False,False,False,False,False
2155,Apartamento,Torre,Imobiliaria,2,1,1,53,0,1,0,1,0,0,0,0,0,0,0,287535.0,True,False,True,False,False,False
2156,Apartamento,Boa Viagem,Imobiliaria,4,4,4,312,0,1,0,1,0,0,0,0,0,0,0,3500000.0,True,False,True,False,False,False
2157,Apartamento,Torre,Imobiliaria,4,4,3,193,0,1,0,1,0,0,0,0,0,0,0,1290000.0,True,False,True,False,False,False
2158,Apartamento,Boa Viagem,Imobiliaria,4,2,0,128,0,0,0,0,1,0,1,0,0,0,0,1003680.0,False,False,False,False,False,False
2159,Apartamento,Encruzilhada,Imobiliaria,2,1,1,58,0,0,0,1,0,0,0,0,0,1,0,434100.0,True,False,False,True,False,False
2160,Apartamento,Pina,Imobiliaria,4,4,3,155,0,0,0,0,1,1,0,0,0,0,0,2350000.0,False,False,False,False,True,False
2161,Casa,Campo Grande,Pessoa Fisica,3,0,1,80,20,0,0,0,0,0,0,0,0,0,0,280000.0,False,False,False,False,False,False
2162,Apartamento,Boa Viagem,Imobiliaria,3,2,1,90,0,0,0,1,0,0,1,0,0,0,0,400000.0,True,False,False,False,False,False
2163,Apartamento,Ilha do Retiro,Imobiliaria,4,2,3,152,0,0,0,0,0,0,0,0,0,0,0,1000000.0,False,False,False,False,False,False
2164,Apartamento,Encruzilhada,Imobiliaria,3,1,1,61,0,0,0,0,1,0,0,0,0,1,0,360000.0,False,False,False,True,False,False
2165,Apartamento,Espinheiro,Imobiliaria,3,2,2,80,0,0,0,1,0,0,0,0,0,0,0,450000.0,True,True,False,False,False,False
2166,Apartamento,Boa Viagem,Imobiliaria,4,1,2,160,0,0,1,0,1,0,0,0,0,0,0,890000.0,False,False,False,False,False,False
2167,Apartamento,Boa Viagem,Imobiliaria,3,1,1,107,0,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,False,False,False
2168,Apartamento,Espinheiro,Imobiliaria,4,2,3,147,33,0,0,1,1,0,0,0,0,0,0,850000.0,True,False,False,False,False,False
2169,Apartamento,Casa Amarela,Imobiliaria,4,2,3,166,0,0,0,1,0,0,0,0,0,0,0,870000.0,True,True,False,False,False,False
2170,Apartamento,Madalena,Pessoa Fisica,3,1,0,102,0,1,0,1,0,0,0,0,0,0,0,560000.0,True,False,True,False,False,False
2171,Apartamento,Rosarinho,Imobiliaria,3,1,0,113,0,0,0,0,0,0,0,0,0,0,0,665000.0,False,False,False,False,False,False
2172,Apartamento,Boa Viagem,Imobiliaria,2,1,1,48,0,1,0,1,0,0,0,0,0,0,0,335000.0,True,False,True,False,False,False
2173,Apartamento,Torre,Imobiliaria,2,1,1,43,0,0,0,1,0,0,0,0,0,1,0,340000.0,True,False,False,True,False,False
2174,Apartamento,Boa Viagem,Imobiliaria,4,4,4,405,15,1,0,1,0,0,0,0,0,0,0,3790000.0,True,False,True,False,False,False
2175,Apartamento,Boa Viagem,Imobiliaria,1,0,1,27,0,1,0,1,0,0,0,0,0,0,0,200000.0,True,False,True,False,False,False
2176,Apartamento,Boa Viagem,Imobiliaria,3,1,2,102,0,0,0,1,0,0,0,0,0,0,0,750000.0,True,True,False,False,False,False
2177,Apartamento,Derby,Imobiliaria,4,1,2,256,0,0,0,0,0,0,1,0,0,0,1,950000.0,False,False,False,False,False,False
2178,Apartamento,Varzea,Imobiliaria,2,0,1,55,0,0,0,0,0,0,0,0,0,0,0,180000.0,False,False,False,False,False,False
2179,Apartamento,Boa Viagem,Imobiliaria,2,1,1,56,0,1,0,1,0,0,0,0,0,0,0,285000.0,True,False,True,False,False,False
2180,Casa,Cordeiro,Imobiliaria,3,3,4,247,203,1,0,0,0,0,0,0,0,0,0,1000000.0,False,False,True,False,False,False
2181,Apartamento,Torre,Imobiliaria,3,1,1,75,0,1,0,1,0,0,0,0,0,0,0,455000.0,True,False,True,False,False,False
2182,Apartamento,Casa Forte,Imobiliaria,4,4,3,200,0,1,0,1,0,0,0,0,0,0,0,1100000.0,True,False,True,False,False,False
2183,Apartamento,Iputinga,Pessoa Fisica,3,0,1,59,16,1,0,0,0,1,0,0,0,0,0,170000.0,False,False,True,False,False,True
2184,Apartamento,Encruzilhada,Imobiliaria,2,1,1,69,0,1,0,1,0,0,0,0,0,0,0,310000.0,True,False,True,False,False,False
2185,Apartamento,Boa Viagem,Imobiliaria,2,1,1,60,0,0,0,1,0,0,0,0,0,0,1,450000.0,True,False,False,False,False,False
2186,Apartamento,Rosarinho,Imobiliaria,4,2,3,126,0,1,0,1,0,0,0,0,0,0,0,840000.0,True,False,True,False,False,False
2187,Apartamento,Madalena,Imobiliaria,4,1,3,289,0,0,0,0,0,0,1,0,0,0,0,1200000.0,False,True,False,False,False,False
2188,Apartamento,Casa Forte,Imobiliaria,3,1,2,128,0,1,0,1,0,0,0,0,0,0,0,720000.0,True,False,True,False,False,False
2189,Apartamento,Madalena,Imobiliaria,3,1,1,57,0,1,0,1,0,0,0,0,0,0,0,325000.0,True,False,True,False,False,False
2190,Apartamento,Boa Viagem,Imobiliaria,3,1,1,75,13,0,0,0,0,0,0,0,0,0,0,350000.0,False,False,False,False,False,False
2191,Apartamento,Imbiribeira,Imobiliaria,2,1,1,63,0,0,0,1,0,0,0,0,0,1,0,325000.0,True,False,False,True,False,False
2192,Apartamento,Campo Grande,Imobiliaria,2,1,1,47,0,1,0,1,0,0,0,0,0,0,0,268500.0,True,False,True,False,False,False
